评论内容,点赞数,评分,tokens,点赞权值,评分情感,sentiment_prediction_snownlp,sentiment_snownlp,sentiment_prediction_LSTM,sentiment_LSTM
翁恺恺叔和陈越姥姥直接封神好吧,0,5.0,"['翁恺恺叔', '陈越', '姥姥', '封神', '好']",1.0,1,0.9963161059992603,1,"[0.4621959626674652, 0.5415636301040649]",0
"很好，快点发证书吧
",0,5.0,"['好', '快点', '发', '证书']",1.0,1,0.7149156854899432,1,"[0.9767083525657654, 0.02284945361316204]",1
"非常棒！！！！！
",0,5.0,['棒'],1.0,1,0.7069138198539331,1,"[0.9924103021621704, 0.008026684634387493]",1
好！！！！！！,0,5.0,['好'],1.0,1,0.05975131873458084,-1,"[0.9877782464027405, 0.012605545111000538]",1
"老师讲的太好了
",0,5.0,['太好了'],1.0,1,0.9053700121288356,1,"[0.8564698100090027, 0.14421717822551727]",1
就个人感受而言，老师会从能力提升，原理讲解上进行叙说，也附带有实际运用；对于我来说，这门课程是很重要的。,0,5.0,"['感受', '能力', '提升', '原理', '讲解', '叙说', '附带', '这门']",1.0,1,0.9999961243596429,1,"[0.004325735382735729, 0.9954343438148499]",-1
翁凯老师讲的很好,0,5.0,"['翁凯', '好']",1.0,1,0.9481700943830964,1,"[0.9475172162055969, 0.051703859120607376]",1
非常吸引人,0,5.0,['吸引'],1.0,1,0.738633437702548,1,"[0.9963973164558411, 0.0034033143892884254]",1
翁老师讲课深入浅出，摆脱了以往老教师说教式的上课模式，语言非常接地气，表达方式通俗易懂，确实是我接触过的讲得很棒的大学老师！~,0,5.0,"['翁', '讲课', '深入浅出', '摆脱', '以往', '教师', '说教式', '上课', '模式', '语言', '接地', '气', '表达方式', '通俗易懂', '确实', '接触', '很棒', '大学老师']",1.0,1,0.9999999999677638,1,"[0.993021547794342, 0.006798310671001673]",1
太难了，入门级别的学不了吧,0,5.0,"['太难', '入门级', '学']",1.0,1,0.38473749778267907,-1,"[0.6213545203208923, 0.3805040717124939]",1
通俗易懂，比在学校听PPT要好很多,0,5.0,"['通俗易懂', '学校', '听', '好']",1.0,1,0.9982439654601615,1,"[0.985679566860199, 0.014944621361792088]",1
赞赞赞，感谢老师,0,5.0,"['赞赞赞', '感谢']",1.0,1,0.9999328713391166,1,"[0.9955346584320068, 0.004467548802495003]",1
老师讲得真好,0,5.0,"['讲得', '真好']",1.0,1,0.9537629111710443,1,"[0.9975659847259521, 0.0023191694635897875]",1
课程内容组织得很有条理，由浅入深，实用性很强。语言精练，很有特色，娓娓道来，像讲故事一样吸引人。,0,5.0,"['组织', '有条理', '由浅入深', '实用性', '很强', '语言', '精练', '特色', '娓娓道来', '讲故事', '吸引']",1.0,1,0.999998582483493,1,"[0.96176677942276, 0.03839739039540291]",1
6666666666666,0,4.0,[],1.0,1,0.5,0,"[0.5977032780647278, 0.4054802656173706]",0
课程不错，录制时间较早，如果能使用最新的IDE软件录制，会更棒,0,4.0,"['不错', '录制', '时间', '早', '最新', '软件', '录制', '棒']",1.0,1,0.9338009896562166,1,"[0.9895200729370117, 0.010798183269798756]",1
感激之情溢于言表,0,5.0,"['感激', '之情', '溢于言表']",1.0,1,0.9298552958625819,1,"[0.9965628981590271, 0.003415215527638793]",1
呵呵哈哈哈,0,1.0,['哈哈哈'],1.0,-1,0.9252140916150388,1,"[0.17841118574142456, 0.8287063837051392]",-1
教学方案极好，易学，易懂,0,3.0,"['教学', '方案', '极好', '易学', '易懂']",1.0,0,0.9431914632773077,1,"[0.9902575016021729, 0.009937717579305172]",1
"yyds啊

",0,5.0,[],1.0,1,0.5,0,"[0.9885770082473755, 0.011076009832322598]",1
"讲解非常清晰，逻辑通顺!
",0,5.0,"['讲解', '清晰', '逻辑', '通顺']",1.0,1,0.9823203360678121,1,"[0.994055986404419, 0.006355124991387129]",1
课程紧凑明了，好理解,0,5.0,"['紧凑', '明', '好', '理解']",1.0,1,0.9768645684587943,1,"[0.9905433058738708, 0.009836620651185513]",1
真的非常好,0,5.0,"['真的', '好']",1.0,1,0.659726197600683,1,"[0.774596095085144, 0.22560322284698486]",1
补充了我学习遗漏的方面,0,4.0,"['补充', '遗漏']",1.0,1,0.6487728567191512,1,"[0.9944044351577759, 0.005220499355345964]",1
讲得很详细，课程设计循序渐进。,0,5.0,"['讲得', '详细', '课程设计', '循序渐进']",1.0,1,0.9875177614092295,1,"[0.9907718896865845, 0.00928973313421011]",1
出题人很友好,0,5.0,"['出题', '友好']",1.0,1,0.8997885356810879,1,"[0.9960022568702698, 0.003711467841640115]",1
太好了，真的太好了,0,5.0,"['太好了', '真的', '太好了']",1.0,1,0.425498059868071,0,"[0.9968846440315247, 0.0032084619160741568]",1
课程内容丰富，所包含的知识面很广，能有效的学习到新知识,0,5.0,"['包含', '知识面', '很广', '新', '知识']",1.0,1,0.9996310319736204,1,"[0.950760006904602, 0.04928932711482048]",1
思路清晰，由浅入深，很好,0,5.0,"['思路清晰', '由浅入深', '好']",1.0,1,0.9937398978644791,1,"[0.9922269582748413, 0.007288874126970768]",1
学到了很多知识，感谢老师！,0,5.0,"['学到', '知识', '感谢']",1.0,1,0.9973407796086315,1,"[0.882824182510376, 0.11776261776685715]",1
受益匪浅呀,0,4.0,['受益匪浅'],1.0,1,0.9100000000000001,1,"[0.7790936231613159, 0.22017614543437958]",1
太棒了，感谢教授的慕课,0,5.0,"['太棒了', '感谢', '教授', '慕课']",1.0,1,0.9905494049311119,1,"[0.9926193356513977, 0.007544494699686766]",1
这个课程好啊啊,0,5.0,['好'],1.0,1,0.9377382421589064,1,"[0.7289577722549438, 0.27440735697746277]",1
"老师讲的真的很好
",0,5.0,"['真的', '好']",1.0,1,0.9815560897814479,1,"[0.8522164225578308, 0.14780567586421967]",1
课程短小精悍，内容紧凑，上级演示内容清晰明了，注重基础逻辑和计算机的运作,0,5.0,"['短小精悍', '紧凑', '上级', '演示', '清晰', '明', '注重', '基础', '逻辑', '计算机', '运作']",1.0,1,0.999863486833687,1,"[0.9953768253326416, 0.004484729841351509]",1
"挺好挺好啊啊啊啊啊
",0,5.0,"['好', '好', '啊啊啊']",1.0,1,0.993511074156451,1,"[0.9238677024841309, 0.07639499753713608]",1
内容详细，能很好的与实际使用相结合,0,2.0,"['详细', '好', '相结合']",1.0,-1,0.9163210851277909,1,"[0.9934180974960327, 0.006668729707598686]",1
"还不错，入门到进阶都听了。整体内容比较清晰，讲的也比较容易懂。不过最后的内容稍微有点懵。还是得动手
",0,4.0,"['不错', '入门', '进阶', '听', '整体', '清晰', '懂', '稍微', '懵', '动手']",1.0,1,0.9993346362561141,1,"[0.9974576830863953, 0.002593325451016426]",1
"啊啊啊啊啊啊啊啊!我才来,就还剩2周结课了",0,5.0,"['啊啊啊', '啊啊啊', '剩', '周结课']",1.0,1,0.9332886623280583,1,"[0.8889396786689758, 0.11415962129831314]",1
老师讲的很好，非常详细，,0,5.0,"['好', '详细']",1.0,1,0.9826475829793032,1,"[0.9157174229621887, 0.08649000525474548]",1
非常好！！！！,0,5.0,['好'],1.0,1,0.33822672909286633,-1,"[0.9569934010505676, 0.04436977207660675]",1
整个课程感觉就是：教的是加减乘除，让你解多元线性方程。一句注释都不写，让你猜猜这段代码我要干什么,0,1.0,"['教', '加减乘除', '解', '多元', '线性方程', '一句', '注释', '写', '猜猜', '段', '代码', '我要', '干什么']",1.0,-1,0.9500252857589315,1,"[0.006721983198076487, 0.9940776824951172]",-1
jiangde很不错,0,5.0,['不错'],1.0,1,0.9120040293510281,1,"[0.9850660562515259, 0.0147664500400424]",1
爱了爱了！,0,5.0,"['爱', '爱']",1.0,1,0.8883660397489329,1,"[0.9890549182891846, 0.010543671436607838]",1
详略得当，逐步深入，感谢带新手入门,0,5.0,"['详略', '得当', '感谢', '新手入门']",1.0,1,0.687837404938974,1,"[0.9839109182357788, 0.014805251732468605]",1
老师一如既往的好，继续跟随，努力学习！,0,5.0,"['一如既往', '好', '跟随', '努力学习']",1.0,1,0.9996311401972525,1,"[0.8711571097373962, 0.12807130813598633]",1
当年学过的 谭浩强 里面少了很多 指针 相关的东西。,0,5.0,"['当年', '学过', '谭浩强', '少', '指针', '相关', '东西']",1.0,1,0.9579373694575893,1,"[0.06070958077907562, 0.9400124549865723]",-1
老师讲课的架构比较清晰，举例清晰有助于理解知识点,0,5.0,"['讲课', '架构', '清晰', '举例', '清晰', '有助于', '理解', '知识点']",1.0,1,0.9999749208892292,1,"[0.983526885509491, 0.01639537885785103]",1
有很大的收获,0,5.0,"['很大', '收获']",1.0,1,0.8631502496801553,1,"[0.9497103095054626, 0.049457911401987076]",1
多给些练习题，参考答案就更好了。,0,5.0,"['练习题', '参考答案', '更好']",1.0,1,0.9891596169935672,1,"[0.90195631980896, 0.09561087936162949]",1
非常优质的课程,0,5.0,['优质'],1.0,1,0.7772164303464911,1,"[0.9964421391487122, 0.00344336056150496]",1
"我是看完了别的老师的入门课,但没有讲链表,于是专门搜的链表内容找到的这个课,结果十分惊喜,于是把这个还有老师的完整的c语言程序设计也加入了.
老师讲的指针很好懂,他很喜欢""看地址"",我自己就爱这么干,这样真的对理解很有帮助,之前我都是自己边学边写代码来看,有时候搞错了就耽误很多时间.
比如之前听课我自己琢磨指针的分配什么的整半天,结果老师第一节指针内容就讲到了.
而且对于声控,老师的声音也很完美.
",0,5.0,"['完', '入门', '课', '链表', '搜', '链表', '找到', '课', '惊喜', '完整', '语言', '程序设计', '指针', '好', '懂', '喜欢', '地址', '爱', '干', '真的', '理解', '边学边', '写', '代码', '有时候', '搞错', '耽误', '时间', '听课', '琢磨', '指针', '分配', '整', '半天', '第一节', '指针', '声控', '完美']",1.0,1,0.9999949123081006,1,"[0.04226977005600929, 0.9607787132263184]",-1
在学习的过程当中学习到了许多函数的实现，是一节好课。,0,5.0,"['过程', '函数', '一节', '好课']",1.0,1,0.9995946914411047,1,"[0.9924569129943848, 0.007581871468573809]",1
HAIXB,0,4.0,[],1.0,1,0.5,0,"[0.49691176414489746, 0.5040091276168823]",0
老师讲的很好,0,4.0,['好'],1.0,1,0.9741044489300115,1,"[0.8813802599906921, 0.11588916182518005]",1
听了三个老师的课差点要放弃学习了，直到发现翁恺老师的课程，原来C语言可以讲得这么直白，终于听懂了！要坚持学下去！全网最易懂的C语言课程！没有之一！,0,5.0,"['听', '三个', '课', '差点', '放弃', '发现', '翁恺', '讲得', '直白', '终于', '听懂', '学', '全网', '易懂']",1.0,1,0.999379520276222,1,"[0.9892657995223999, 0.010228780098259449]",1
老师讲得很好,0,5.0,"['讲得', '好']",1.0,1,0.9741044489300115,1,"[0.9372527599334717, 0.06425108015537262]",1
"非常感谢老师
",0,5.0,['非常感谢'],1.0,1,0.9359850497364958,1,"[0.9757381081581116, 0.02500862255692482]",1
对于初学者来说慢慢有点难了，前面学过的一些细节容易忘记，然后有些地方会更不上跟不上，坚持吧！,0,5.0,"['初学者', '慢慢', '难', '学过', '细节', '忘记', '地方', '跟不上']",1.0,1,0.9997738170114712,1,"[0.9960353970527649, 0.0037368671037256718]",1
"char *p;
while (1) {
    p = malloc(1);
    *p = 0;
}
这个题没有问题吗？ malloc 不是返回void * 吗， 不用强制类型转换就直接可以赋值吗？求解",0,4.0,"['题', '返回', '不用', '强制', '类型转换', '赋值', '求解']",1.0,1,0.644359122940217,1,"[0.9795570373535156, 0.019507771357893944]",1
跟老师重温基础！基础不牢，大厦倾覆于一瞬！,0,5.0,"['重温', '基础', '基础', '不牢', '大厦', '倾覆', '一瞬']",1.0,1,0.999993926489427,1,"[0.05174413323402405, 0.9498090147972107]",-1
"超级超级好的一门课
",0,5.0,"['超级', '超级', '好', '一门', '课']",1.0,1,0.6412732419823332,1,"[0.9898702502250671, 0.010050731711089611]",1
nbnbnb,0,5.0,[],1.0,1,0.5,0,"[0.5869994759559631, 0.4171017110347748]",0
从翁老师的课中学习到了很多,0,5.0,"['翁', '课中']",1.0,1,0.9966331096829629,1,"[0.9945167899131775, 0.005429215729236603]",1
"多来点，小程序什么的，来个扫雷的C语言啊什么的
要不然没意思",0,3.0,"['多来点', '程序', '来个', '扫雷', '没意思']",1.0,0,0.014124352956711772,-1,"[0.8840355277061462, 0.11739661544561386]",1
对计算机感兴趣的文科生太开心了,0,5.0,"['计算机', '感兴趣', '文科生', '开心']",1.0,1,0.8743800761169844,1,"[0.9953173398971558, 0.005060605704784393]",1
翁恺老师是我认为最好的老师，不愧是浙大,0,5.0,"['翁恺', '不愧', '浙大']",1.0,1,0.9993150969130609,1,"[0.949805498123169, 0.05018245428800583]",1
翁恺老师yyds,0,5.0,['翁恺'],1.0,1,0.7606009338486748,1,"[0.9771833419799805, 0.02350921742618084]",1
课程很好 就是有些地方还是不够细致 ,0,5.0,"['好', '地方', '细致']",1.0,1,0.9614010545364339,1,"[0.9205361008644104, 0.0784943550825119]",1
感觉到自己有点提升了，有了整个框架的概念,0,5.0,"['提升', '框架', '概念']",1.0,1,0.9700366944683302,1,"[0.9971605539321899, 0.0027465522289276123]",1
翁恺老师我的超人！,0,5.0,"['翁恺', '超人']",1.0,1,0.9050456573039227,1,"[0.9682101011276245, 0.032387834042310715]",1
"超级好好好
",0,5.0,"['超级', '好好', '好']",1.0,1,0.6211812743330517,1,"[0.975347638130188, 0.02509102039039135]",1
"授课方式十分的好,超出了我的预期",0,5.0,"['授课', '方式', '好', '超出', '预期']",1.0,1,0.7578800324719309,1,"[0.9929661750793457, 0.007422405295073986]",1
深入浅出，学习有兴趣，知识丰富，令人动容。,0,5.0,"['深入浅出', '兴趣', '知识', '令人', '动容']",1.0,1,0.9998630054629012,1,"[0.9821013808250427, 0.018312515690922737]",1
有层次，希望有更深入的后续课程,0,4.0,"['层次', '希望', '后续']",1.0,1,0.8887847416610692,1,"[0.7493255138397217, 0.2550017237663269]",1
可以说是收获满满,0,5.0,"['说', '收获', '满满']",1.0,1,0.7071512919152356,1,"[0.9863051176071167, 0.014026484452188015]",1
很详细，易懂,0,5.0,"['详细', '易懂']",1.0,1,0.9154129853108837,1,"[0.9934440851211548, 0.006936332210898399]",1
十分幽默，而且对小白很友好,0,5.0,"['幽默', '对小白', '友好']",1.0,1,0.9199277586954451,1,"[0.984887957572937, 0.016323450952768326]",1
翁恺老师的C语言入门真的讲的很好，逻辑清晰，让人容易理解。但不知道什么原因，总感觉课程有部分进行了删减，老师说“之前我们讲过的什么什么”，但我其实没有看到这样的内容。,0,5.0,"['翁恺', '入门', '真的', '好', '逻辑', '清晰', '理解', '原因', '总', '删减', '说', '讲过']",1.0,1,0.9984695447732135,1,"[0.996986448764801, 0.0027560743037611246]",1
感受到程序编写过程中的结构之美！,0,5.0,"['感受', '程序', '编写', '过程', '中', '结构', '之美']",1.0,1,0.9899134385046228,1,"[0.11238045990467072, 0.8881120085716248]",-1
声音真好听，老师真好。,0,5.0,"['真', '好听', '真', '好']",1.0,1,0.7394958191779674,1,"[0.9722176790237427, 0.027243003249168396]",1
haohao,0,5.0,[],1.0,1,0.5,0,"[0.5850937366485596, 0.41659167408943176]",0
可以撒旦发个和,0,5.0,"['撒旦', '发个']",1.0,1,0.4737672181921908,0,"[0.9933238625526428, 0.006346056237816811]",1
老师真的讲的很好，可以看出老师是有着对计算机发自内心的热爱的，真的很打动我，老师真的很棒，很可爱 啊哈哈哈哈哈 老师有时候课上的一个小笑声，很触动我，我也跟着笑了 哈哈哈哈 老师讲的课体验感真的很好,0,5.0,"['真的', '好', '计算机', '发自内心', '热爱', '真的', '打动', '真的', '很棒', '可爱', '哈哈哈哈', '有时候', '课上', '笑声', '触动', '跟着', '笑', '哈哈哈哈', '课', '体验', '感', '真的', '好']",1.0,1,1.0,1,"[0.9862818121910095, 0.01431235484778881]",1
该有的知识点老师全部会讲，很多小白很难搞懂C在计算机上运行的原理，C的编译器选择，C的发展历史导致的如今的一些历史产物，这些老师全都讲到了，而且会用实际运用和一些精心设计的角度来加深学生对C的理解 是一门非常不错的课程,0,5.0,"['知识点', '小白', '难搞', '懂', '计算机', '运行', '原理', '编译器', '选择', '发展', '历史', '导致', '历史', '产物', '讲到', '精心设计', '角度', '加深', '学生', '理解', '一门', '不错']",1.0,1,0.999999999804245,1,"[0.5798231959342957, 0.41786500811576843]",0
很不错的C语言课程,0,5.0,['不错'],1.0,1,0.8978625526420263,1,"[0.9965636134147644, 0.003187076421454549]",1
老师讲的很好，很喜欢，具有很强的吸引力,0,5.0,"['好', '喜欢', '很强', '吸引力']",1.0,1,0.997659263134544,1,"[0.9622101783752441, 0.03642584756016731]",1
"好
很有启发性
",0,5.0,"['好', '启发性']",1.0,1,0.7991523249629181,1,"[0.9787074327468872, 0.020473942160606384]",1
老师讲的非常棒,0,5.0,['棒'],1.0,1,0.9951284944516898,1,"[0.9927356243133545, 0.007779520004987717]",1
老师这个课上得很好，小白很容易学习,0,5.0,"['课上', '好', '小白']",1.0,1,0.9994577662756715,1,"[0.9895641803741455, 0.010848191566765308]",1
内容涵盖很好，组织上有部分不连贯，可能是因为分批录制的原因。,0,4.0,"['涵盖', '好', '组织', '不连贯', '是因为', '分批', '录制', '原因']",1.0,1,0.9029863685558388,1,"[0.9968768358230591, 0.0030978305730968714]",1
承接基础课程，直观清晰。,0,5.0,"['承接', '基础', '直观', '清晰']",1.0,1,0.9984114189865931,1,"[0.9734729528427124, 0.025873005390167236]",1
非常感谢!,0,5.0,['非常感谢'],1.0,1,0.6911764705882352,1,"[0.9967522621154785, 0.0030726008117198944]",1
"他讲的好哇！
",0,4.0,['好哇'],1.0,1,0.756320642754264,1,"[0.06076466664671898, 0.9400873184204102]",-1
先当不错，支持,0,5.0,"['先当', '不错', '支持']",1.0,1,0.8941155474097788,1,"[0.986350953578949, 0.013770850375294685]",1
作为已经工作前来学习的人来点个赞。这门课本身不算难，翁老师很多地方的语言也比较简略，然而却经常能寥寥数语点破工程上（不是理论上）的痛点。很多时候代码能力的差异并不是理论上不知道算法，而是在多种方案皆可时的纠结，看不到未来存在大量扩展和变动时究竟怎么样才是良好的设计起点。这很明显是有过大量工程积累的人才能形成的思维模式，也是很多学院派老师不具备的。,0,5.0,"['工作', '前来', '人来', '点个', '赞', '这门', '课', '不算', '难', '翁', '地方', '语言', '简略', '寥寥数语', '点破', '工程', '理论', '痛点', '代码', '能力', '差异', '理论', '算法', '多种', '方案', '皆', '可时', '纠结', '看不到', '未来', '扩展', '变动', '时', '良好', '设计', '起点', '工程', '积累', '人才', '思维', '模式', '学院派', '具备']",1.0,1,0.9999971917154441,1,"[0.9912557601928711, 0.00878225453197956]",1
我尽量从客观的角度上来描述，首先，翁老师的课程结构性和系统性都差强人意，美中不足的是偶尔会有些跳跃性的知识点，会导致该节课听了云里雾里的如果没有从别的课了解c的基础的话。此外，进阶课程的设置明显没有基础课程用心，有一些重复累赘的成分。不过总体上来说，翁老师的课还是属于质量上乘的佳品。,0,4.0,"['客观', '角度', '描述', '翁', '结构性', '系统性', '差强人意', '美中不足', '跳跃性', '知识点', '导致', '该节', '课', '听', '云里雾里', '课', '基础', '进阶', '设置', '基础', '用心', '重复', '累赘', '成分', '总体', '翁', '课', '质量上乘', '佳品']",1.0,1,0.9999999967952538,1,"[0.9925162196159363, 0.007587471045553684]",1
老师讲的太棒了,0,5.0,['太棒了'],1.0,1,0.9897316578753124,1,"[0.9608154892921448, 0.03990957885980606]",1
对于学基础的同学，知识还挺全面，很好。,0,5.0,"['学', '基础', '知识', '好']",1.0,1,0.9993580333013821,1,"[0.6735984086990356, 0.32703015208244324]",1
看的出来这位老师一定很受学生欢迎，讲的很好，很适合刚开始学习的人看。,0,5.0,"['这位', '很受', '学生', '好', '适合']",1.0,1,0.9992992875764872,1,"[0.016193509101867676, 0.9849420785903931]",-1
翁老师，永远的神,0,5.0,"['翁', '永远', '神']",1.0,1,0.9141437071008209,1,"[0.9877610206604004, 0.012499435804784298]",1
"老师讲的很详细
",0,5.0,['详细'],1.0,1,0.970591873177748,1,"[0.9877382516860962, 0.012391730211675167]",1
翁恺老师讲得非常棒！感谢老师！,0,5.0,"['翁恺', '讲得', '棒', '感谢']",1.0,1,0.9992358968438088,1,"[0.9969061017036438, 0.0031229776795953512]",1
非常有趣，上课能够保持注意不走神，学到了很多，可惜没早点看这些课。,0,5.0,"['有趣', '上课', '走神', '学到', '可惜', '早点', '课']",1.0,1,0.9901591017269425,1,"[0.9911311268806458, 0.008576715365052223]",1
翁恺永远的神。,0,5.0,"['翁恺', '永远', '神']",1.0,1,0.5946995438529403,0,"[0.9849461317062378, 0.015459096059203148]",1
贴别贴别好,0,5.0,"['贴别', '贴别', '好']",1.0,1,0.630003150878824,1,"[0.9577984809875488, 0.04513140767812729]",1
深入浅出，醍醐灌顶，入木三分，获益匪浅，感激不尽！！！,0,5.0,"['深入浅出', '醍醐灌顶', '入木三分', '获益匪浅', '感激不尽']",1.0,1,0.9998985552276566,1,"[0.9947130084037781, 0.005224034655839205]",1
好 good,0,5.0,['好'],1.0,1,0.5785296045771061,0,"[0.9963807463645935, 0.0036815686617046595]",1
啊啊啊威尔法,0,5.0,"['啊啊啊', '威尔', '法']",1.0,1,0.7297953905324696,1,"[0.9959394931793213, 0.004047164227813482]",1
很好！！！！！,0,5.0,['好'],1.0,1,0.3075540349904997,-1,"[0.987418532371521, 0.012233913876116276]",1
老师讲得很详细！,0,4.0,"['讲得', '详细']",1.0,1,0.970591873177748,1,"[0.9915026426315308, 0.008152292110025883]",1
非常不错的课程,0,5.0,['不错'],1.0,1,0.9477985088737121,1,"[0.9807455539703369, 0.018880221992731094]",1
特别特别号 老师讲的也很好,0,5.0,"['特别', '特别', '号', '好']",1.0,1,0.9746212124730149,1,"[0.9106361269950867, 0.0894961729645729]",1
翁老师讲得比较生动，很容易听懂，讲得很不错。,0,5.0,"['翁', '讲得', '生动', '听懂', '讲得', '不错']",1.0,1,0.9989909755522688,1,"[0.9936361312866211, 0.0063435849733650684]",1
内容很好很完善，老师也很认真负责。,0,5.0,"['好', '完善', '认真负责']",1.0,1,0.9798571618023522,1,"[0.9779264330863953, 0.020236387848854065]",1
课程不错。,0,4.0,['不错'],1.0,1,0.9477985088737121,1,"[0.964033842086792, 0.03490837290883064]",1
细节真的很细,0,5.0,"['细节', '真的', '细']",1.0,1,0.9517261662178378,1,"[0.9849053025245667, 0.015664635226130486]",1
"翁恺老师讲的不错
",0,5.0,"['翁恺', '不错']",1.0,1,0.9697951174110336,1,"[0.9860939979553223, 0.013789869844913483]",1
我好喜欢老师！老师太强了！！,0,5.0,"['好', '喜欢', '太强']",1.0,1,0.9177354252804917,1,"[0.926338255405426, 0.0747181847691536]",1
深入浅出 很不错,0,5.0,"['深入浅出', '不错']",1.0,1,0.9946682255557485,1,"[0.9932674169540405, 0.00666565028950572]",1
讲课通俗易懂，个别视频质量不太高，可以更换一下,0,4.0,"['讲课', '通俗易懂', '视频', '质量', '不太高', '更换']",1.0,1,0.6302741593719816,1,"[0.9895511269569397, 0.009718338027596474]",1
翁老师讲的真的蛮好的。,0,4.0,"['翁', '真的', '好']",1.0,1,0.9716257387522537,1,"[0.9927254915237427, 0.007048971485346556]",1
讲的很好，但是要自己动手多编程才能理解,0,5.0,"['好', '动手', '编程', '理解']",1.0,1,0.9730631223175753,1,"[0.8617748022079468, 0.14008860290050507]",1
"受益良多，感谢翁恺老师认真的指导
",0,5.0,"['受益', '良多', '感谢', '翁恺', '认真', '指导']",1.0,1,0.9942039478045926,1,"[0.9937722086906433, 0.0056706927716732025]",1
内容精炼，老师讲解清晰,0,5.0,"['精炼', '讲解', '清晰']",1.0,1,0.9995331174104406,1,"[0.9910284876823425, 0.008755315095186234]",1
非常棒！我学到了很多,0,5.0,"['棒', '学到']",1.0,1,0.9877368580123649,1,"[0.9870688915252686, 0.01313316822052002]",1
课程讲的很好，收获很大！,0,5.0,"['好', '收获', '很大']",1.0,1,0.9896554260326088,1,"[0.7904041409492493, 0.20756857097148895]",1
内容丰富，细节深入，但是老师讲解得清晰易懂！！极大减少了初学C语言在学习方向和上手应用两方面的迷茫，老师超棒！！！(๑╹ヮ╹๑)ﾉ,0,5.0,"['细节', '讲解', '清晰', '易懂', '减少', '初学', '方向', '手', '两', '迷茫', '超棒']",1.0,1,0.9999999697901167,1,"[0.9929813146591187, 0.006448674481362104]",1
感谢翁恺老师,0,5.0,"['感谢', '翁恺']",1.0,1,0.8767062312854489,1,"[0.9805824160575867, 0.017439445480704308]",1
老师讲的浅显易懂，生动。,0,5.0,"['浅显易懂', '生动']",1.0,1,0.9934236316985774,1,"[0.9950996041297913, 0.004856278654187918]",1
讲的特别好,0,5.0,"['特别', '好']",1.0,1,0.8114957595671122,1,"[0.8298430442810059, 0.1693974882364273]",1
"感觉非常棒！学到了很多知识

",0,5.0,"['棒', '学到', '知识']",1.0,1,0.9981455311855587,1,"[0.9935474991798401, 0.006490688771009445]",1
"良心话，想自学的直接拿走，希望不要收回权限
",0,5.0,"['良心话', '想', '自学', '拿走', '希望', '收回', '权限']",1.0,1,0.8369659759739786,1,"[0.996164083480835, 0.0038233958184719086]",1
C语言的入门和进阶都看完了，受益匪浅，感谢翁恺老师！！！,0,5.0,"['入门', '进阶', '完', '受益匪浅', '感谢', '翁恺']",1.0,1,0.9879567888243085,1,"[0.9959428906440735, 0.003813517512753606]",1
太棒了，非常好,0,5.0,"['太棒了', '好']",1.0,1,0.939556189940368,1,"[0.9503748416900635, 0.05225533992052078]",1
讲的清晰明了,0,5.0,"['清晰', '明']",1.0,1,0.9036810531030869,1,"[0.9863163828849792, 0.01411616150289774]",1
翁恺yyds,0,5.0,['翁恺'],1.0,1,0.32719906417647937,-1,"[0.9570598006248474, 0.04250522702932358]",1
"提升认识，获取知识
",0,5.0,"['提升', '获取', '知识']",1.0,1,0.9414326179572925,1,"[0.9004871845245361, 0.0999322310090065]",1
翁恺老师的课很好！给我的c语言学习提供了很大的助力,0,5.0,"['翁恺', '课', '好', '语言', '提供', '很大', '助力']",1.0,1,0.9944862580384176,1,"[0.9969090819358826, 0.0030516639817506075]",1
进阶课不错,0,5.0,"['进阶', '课', '不错']",1.0,1,0.7290653968220178,1,"[0.9977476000785828, 0.0024070562794804573]",1
还不错，推荐,0,5.0,"['不错', '推荐']",1.0,1,0.9212611507818289,1,"[0.9876279830932617, 0.013126310892403126]",1
翁恺老师简直就是宝藏,0,5.0,"['翁恺', '宝藏']",1.0,1,0.918326668099673,1,"[0.9954694509506226, 0.004535140935331583]",1
我爱翁凯！,0,5.0,"['爱', '翁凯']",1.0,1,0.4737672181921908,0,"[0.9927952885627747, 0.007148624397814274]",1
从C语言入门过来的，前一门课讲得比较详细，各种知识点都提到了。本门课只有概念没有实际用法，可能是希望学生自主学习，总的来说还是希望老师可以在每一个章节内加入一些例题，更方便理解。,0,5.0,"['入门', '前', '一门', '课讲', '详细', '知识点', '提到', '本门', '课', '概念', '用法', '希望', '学生', '自主', '希望', '章节', '例题', '理解']",1.0,1,0.999999748083209,1,"[0.994617760181427, 0.005283007398247719]",1
真是超赞的,0,5.0,['超赞'],1.0,1,0.7532042359953871,1,"[0.9906774759292603, 0.010695599019527435]",1
"good！
",0,5.0,[],1.0,1,0.5,0,"[0.9877539277076721, 0.011657497845590115]",1
sssssss,0,5.0,[],1.0,1,0.5,0,"[0.46492812037467957, 0.5363983511924744]",0
很好@。@！,0,5.0,['好'],1.0,1,0.7609438730299719,1,"[0.9824053645133972, 0.017787236720323563]",1
很有启发，老师讲得很好,0,5.0,"['启发', '讲得', '好']",1.0,1,0.995989079239694,1,"[0.861487627029419, 0.14092333614826202]",1
.......,0,5.0,[],1.0,1,0.2972972972972975,-1,"[0.10905671864748001, 0.896470308303833]",-1
很棒，很容易理解,0,5.0,"['很棒', '理解']",1.0,1,0.9520191987577612,1,"[0.9900263547897339, 0.009831991977989674]",1
